ens_gene	ext_gene	target_id	pval	qval	test_stat	rss	degrees_free	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUSG00000034275	Igsf9b	ENSMUST00000214357.1	3.33704474248427e-05	0.00309405686923131	17.2154891097687	13.0611453904609	1	4.27159400036374	2.61222907809218	0.0755625003789129	2.53666657771327	0.285206256720173	2.53666657771327
ENSMUSG00000024907	Gal	ENSMUST00000237521.1	3.36512076992333e-05	0.00309405686923131	17.1995724690343	1.96840141498022	1	6.79962950815347	0.393680282996045	0.00153179216614007	0.392148490829905	0.0549791169459734	0.392148490829905
ENSMUSG00000026558	Uck2	ENSMUST00000053686.8	3.41011330628341e-05	0.00311795184876758	17.1743419028069	0.483192746375519	1	7.15512788011938	0.0966385492751041	0.00106086574643627	0.0955776835286676	0.0543087507759586	0.0955776835286676
ENSMUSG00000044285	Gm1821	ENSMUST00000111388.4	3.40871480266995e-05	0.00311795184876758	17.1751210940463	0.260565593348792	1	7.7602406726253	0.0521131186697588	0.00272943224955635	0.0493836864202021	0.059941582760046	0.059941582760046
ENSMUSG00000064345	mt-Nd2	ENSMUST00000082396.1	3.4194426038353e-05	0.00311868514588699	17.1691521881953	0.189524261376252	1	9.00982129439183	0.0379048522752509	0.000126236031065648	0.0377786162441847	0.111207731351453	0.111207731351453
ENSMUSG00000062328	Rpl17	ENSMUST00000079716.5	3.44322214666658e-05	0.00312358275662887	17.1559881699096	0.809984564722052	1	8.22389540875423	0.161996912944411	0.000305513692446866	0.161691399251963	0.0711247774464864	0.161691399251963
ENSMUSG00000028339	Col15a1	ENSMUST00000102917.10	3.45043456560322e-05	0.00312358275662887	17.1520135329338	57.7189535874683	1	2.40762621973214	11.5437907174937	0.00191153850177683	11.5418791789919	1.86512452210499	11.5418791789919
ENSMUSG00000037217	Syn1	ENSMUST00000115345.7	3.44176956751597e-05	0.00312358275662887	17.1567896729933	58.2571578058244	1	2.42161847866854	11.6514315611649	0.0156385420123976	11.6357930191525	1.85738199013503	11.6357930191525
ENSMUSG00000033209	Ttc28	ENSMUST00000156290.8	3.47057041764312e-05	0.00313405362677683	17.1409610637507	5.1993031348168	1	5.83297932699979	1.03986062696336	0.00575269184210156	1.03410793512126	0.0733964890519881	1.03410793512126
ENSMUSG00000045767	B230219D22Rik	ENSMUST00000057844.9	3.51204312229554e-05	0.00316369342639692	17.1183985735108	2.18851371812012	1	5.84219214751276	0.437702743624023	0.00465973581637615	0.433043007807647	0.0730760682255674	0.433043007807647
ENSMUSG00000070327	Rnf213	ENSMUST00000093902.11	3.52474367695726e-05	0.00316733293605302	17.1115426004415	3.60388658559511	1	5.35317621000158	0.72077731711902	0.0551935628134877	0.665583754305533	0.0959849654270824	0.665583754305533
ENSMUSG00000027170	Eif3m	ENSMUST00000028592.11	3.5474622058784e-05	0.00317215978620026	17.0993404616803	0.417264242136729	1	6.70630016617553	0.0834528484273462	0.00148043859971685	0.081972409827629	0.0556375384833334	0.081972409827629
ENSMUSG00000039221	Rpl22l1	ENSMUST00000194649.1	3.54676185449014e-05	0.00317215978620026	17.0997154461702	0.916198561890163	1	6.17796566367352	0.183239712378033	0.00279701917894651	0.180442693199086	0.0635710720605718	0.180442693199086
ENSMUSG00000003355	Fkbp11	ENSMUST00000003445.7	3.58694367372142e-05	0.00317639929731268	17.078320614927	1.75954175379719	1	6.89897871972188	0.351908350759438	0.000958253250319525	0.350950097509118	0.054501823273309	0.350950097509118
ENSMUSG00000029644	Pdx1	ENSMUST00000085591.6	3.572016927679e-05	0.00317639929731268	17.0862401143476	5.16587947325606	1	5.95997465117765	1.03317589465121	0.00439064768125247	1.02878524696996	0.0692761692363257	1.02878524696996
ENSMUSG00000047446	Arl4a	ENSMUST00000101472.3	3.58010938013143e-05	0.00317639929731268	17.0819424823176	1.98392143668117	1	5.18992838943047	0.396784287336235	0.0080031797644721	0.388781107571762	0.109010547028831	0.388781107571762
ENSMUSG00000005034	Prkacb	ENSMUST00000102515.9	3.58353459682771e-05	0.00317639929731268	17.0801264040732	2.80208520532241	1	6.38420416926374	0.560417041064481	0.013670636917154	0.546746404147329	0.0595661321987113	0.546746404147329
ENSMUSG00000028919	Arhgef19	ENSMUST00000006618.8	3.63529141950426e-05	0.00319650693852755	17.0528948876324	2.5631639849826	1	5.11650371418516	0.51263279699652	0.00739433214891832	0.505238464847601	0.116295973590465	0.505238464847601
ENSMUSG00000033444	Specc1l	ENSMUST00000040105.7	3.64283085902034e-05	0.00319650693852755	17.048960611481	1.63938509404715	1	6.20778201064269	0.327877018809429	0.00717556706256747	0.320701451746862	0.0629130460976673	0.320701451746862
ENSMUSG00000021676	Iqgap2	ENSMUST00000068603.6	3.64002016497563e-05	0.00319650693852755	17.0504263472378	3.34758391117207	1	5.9814765765368	0.669516782234415	0.00285222086442494	0.666664561369989	0.068639544484611	0.666664561369989
ENSMUSG00000031207	Msn	ENSMUST00000117399.1	3.65335055998829e-05	0.00319650693852755	17.0434848126376	2.67013215100788	1	5.45136699736781	0.534026430201575	0.00808861781080763	0.525937812390769	0.0900887103343223	0.525937812390769
ENSMUSG00000068328	Aup1	ENSMUST00000203915.2	3.64880938709034e-05	0.00319650693852755	17.0458466735914	1.37010954793748	1	6.17795665571575	0.274021909587498	0.0118808317535547	0.262141077833942	0.063571275080362	0.262141077833942
ENSMUSG00000036098	Myrf	ENSMUST00000088013.11	3.66930184039417e-05	0.00320280134149728	17.0352118872563	4.04856338258618	1	5.87779382043257	0.809712676517237	0.00434579902239066	0.805366877494846	0.071870181106266	0.805366877494846
ENSMUSG00000023845	Lnpep	ENSMUST00000041047.3	3.72292344489591e-05	0.00324186855119472	17.0076643791022	0.9419851597802	1	6.10757419940977	0.188397031956039	0.00310938130967714	0.185287650646363	0.0652371942648392	0.185287650646363
ENSMUSG00000031119	Gpc4	ENSMUST00000033450.2	3.74429739090336e-05	0.00324502816297414	16.9967947626799	2.7098879009506	1	5.97827794163149	0.541977580190119	0.00414097261065041	0.537836607579469	0.0687331729211848	0.537836607579469
ENSMUSG00000031505	Naxd	ENSMUST00000033901.10	3.74359814077599e-05	0.00324502816297414	16.9971493750305	1.8458790165011	1	6.02295150690781	0.36917580330022	0.00941449825947885	0.35976130504074	0.0674590260546853	0.35976130504074
ENSMUSG00000020150	Gamt	ENSMUST00000105363.7	3.75827681160598e-05	0.00324944344753819	16.9897192804642	3.48128997484512	1	7.03964948318607	0.696257994969025	0.00132509542427417	0.69493289954475	0.0542120356002485	0.69493289954475
ENSMUSG00000059895	Ptp4a3	ENSMUST00000230177.1	3.76879083846308e-05	0.00325084875790354	16.9844151664017	1.32619313447827	1	6.81921888244404	0.265238626895655	0.00150820565580662	0.263730421239847	0.0548669215864037	0.263730421239847
ENSMUSG00000018583	G3bp1	ENSMUST00000018727.3	3.79466917618854e-05	0.00325997269528806	16.9714231672376	0.758522593301099	1	6.68578257714515	0.151704518660219	0.00163779972985181	0.150066718930368	0.0558101019164901	0.150066718930368
ENSMUSG00000068740	Celsr2	ENSMUST00000090558.9	3.797195658526e-05	0.00325997269528806	16.9701595435481	2.43850343619331	1	5.59747951498817	0.487700687238663	0.00546896560860342	0.482231721630059	0.0828515989144498	0.482231721630059
ENSMUSG00000019505	Ubb	ENSMUST00000019649.3	3.80822972298601e-05	0.00326178889130603	16.9646507281126	0.677896420365649	1	9.57900101147744	0.13557928407313	0.000135244110794936	0.135444039962335	0.168569135056245	0.168569135056245
ENSMUSG00000026223	Itm2c	ENSMUST00000027425.15	3.82189146133592e-05	0.00326584197232333	16.957852220799	2.57307579438716	1	6.99350679532883	0.51461515887743	0.00217662839475245	0.512438530482679	0.0542576323766304	0.512438530482679
ENSMUSG00000025158	Rfng	ENSMUST00000026156.7	3.8367767776951e-05	0.00327091927950216	16.9504725755999	1.04845234125852	1	5.77331161577305	0.209690468251704	0.00439105385452867	0.205299414397175	0.0755574522512782	0.205299414397175
ENSMUSG00000006782	Cnp	ENSMUST00000103120.4	3.84865264500336e-05	0.00327341332990018	16.9446055259644	1.78951731579474	1	5.60370147388496	0.357903463158949	0.00408075546736672	0.353822707691581	0.0825682918707561	0.353822707691581
ENSMUSG00000045319	Proser2	ENSMUST00000054254.11	3.87420258411321e-05	0.00328170810624379	16.9320445098402	1.00138092519556	1	5.81219326784181	0.200276185039112	0.00344393330795743	0.196832251731154	0.0741322922346275	0.196832251731154
ENSMUSG00000003038	Hmgn2	ENSMUST00000102553.10	3.8763511385375e-05	0.00328170810624379	16.9309920228989	1.3755969504072	1	5.89147164454501	0.275119390081439	0.00546749983214075	0.269651890249299	0.0714203357191816	0.269651890249299
ENSMUSG00000073987	Ggh	ENSMUST00000098242.3	3.91584984353325e-05	0.00330633066595055	16.9117470473892	3.18551899243171	1	7.49417778539789	0.637103798486344	0.000553165525778591	0.636550632960564	0.056361187807688	0.636550632960564
ENSMUSG00000022772	Senp5	ENSMUST00000231360.1	3.92351600640511e-05	0.00330633066595055	16.9080344792718	2.30595160234857	1	5.23648254179987	0.461190320469712	0.0119503803771476	0.449239940092566	0.10486384330486	0.449239940092566
ENSMUSG00000016319	Slc25a5	ENSMUST00000016463.3	3.99365410345223e-05	0.00331302678878954	16.8744026772594	0.571068742222831	1	7.70136818737582	0.114213748444567	0.000439643638181532	0.113774104806385	0.0589889272227427	0.113774104806385
ENSMUSG00000017639	Rab11fip4	ENSMUST00000017783.12	3.96694771427391e-05	0.00331302678878954	16.8871380929403	2.15557652680564	1	5.47294415715657	0.431115305361128	0.00403326952599792	0.427082035835129	0.0889466501945211	0.427082035835129
ENSMUSG00000027984	Hadh	ENSMUST00000029610.8	3.98218545522848e-05	0.00331302678878954	16.8798611855044	0.481307868296407	1	7.45378925599129	0.0962615736592811	0.000701552583948275	0.0955600210753332	0.0559744259236984	0.0955600210753332
ENSMUSG00000039682	Lap3	ENSMUST00000046122.10	3.96915666761058e-05	0.00331302678878954	16.8860814495888	1.04376706382612	1	6.34023634535649	0.208753412765226	0.00268560052766151	0.206067812237563	0.0603157183583193	0.206067812237563
ENSMUSG00000019737	Syne4	ENSMUST00000054594.14	3.98716047496511e-05	0.00331302678878954	16.8774913844321	1.25174337295588	1	6.27266261434829	0.250348674591176	0.00346696905072895	0.246881705540447	0.0615756763479219	0.246881705540447
ENSMUSG00000035896	Rnase1	ENSMUST00000080126.3	3.99487275819919e-05	0.00331302678878954	16.8738235844063	3.3728529389133	1	11.9383904667279	0.674570587782663	6.25111872956742e-06	0.674564336663931	1.32090394391978	1.32090394391978
ENSMUSG00000090958	Lrrc32	ENSMUST00000165205.1	3.95711310377211e-05	0.00331302678878954	16.8918496265708	6.06015243490219	1	4.50589340393551	1.21203048698044	0.0271153169854547	1.18491516999498	0.220017692039975	1.18491516999498
ENSMUSG00000043940	Wdfy3	ENSMUST00000053177.13	4.03148247981989e-05	0.00332079749401921	16.8565093016157	1.4802280056827	1	5.73679262857986	0.296045601136539	0.00975568400614473	0.286289917130395	0.0769555015836164	0.286289917130395
ENSMUSG00000019986	Ahi1	ENSMUST00000105525.11	4.01772810085367e-05	0.00332079749401921	16.8629957212838	53.9758871530054	1	2.56973918036228	10.7951774306011	0.0107214945942121	10.7844559360069	1.75752132304615	10.7844559360069
ENSMUSG00000031808	Slc27a1	ENSMUST00000212889.1	4.03087317616073e-05	0.00332079749401921	16.8567961715431	1.55618210174985	1	6.34715911096541	0.311236420349971	0.0154771779752768	0.295759242374694	0.0601940778260737	0.295759242374694
ENSMUSG00000002031	Ift46	ENSMUST00000118186.1	4.05317466542406e-05	0.00333116307951807	16.8463245692375	1.7987432350689	1	5.3665956464451	0.359748647013781	0.00650513964119204	0.353243507372588	0.0950968592465575	0.353243507372588
ENSMUSG00000027227	Sord	ENSMUST00000110551.3	4.06519463782134e-05	0.00333355075087533	16.84070462089	3.19849062663712	1	6.52531133289939	0.639698125327424	0.00152290520726521	0.638175220120158	0.0575169068560669	0.638175220120158
ENSMUSG00000021453	Gadd45g	ENSMUST00000021903.2	4.13236919250171e-05	0.00338105455206633	16.80960143633	2.0650531244132	1	6.45422826638968	0.41301062488264	0.00171135782435771	0.411299267058282	0.0584826627776438	0.411299267058282
ENSMUSG00000057322	Rpl38	ENSMUST00000106602.9	4.18671703417419e-05	0.00339513973593908	16.7848070052684	0.776546214350469	1	6.23984478894599	0.155309242870094	0.00428313684181222	0.151026106028282	0.0622361793509071	0.151026106028282
ENSMUSG00000059981	Taok2	ENSMUST00000117394.1	4.18538975394143e-05	0.00339513973593908	16.7854086699002	2.32045897186485	1	6.2872593346372	0.46409179437297	0.00332330889438179	0.460768485478588	0.0612922187663698	0.460768485478588
ENSMUSG00000016559	H3f3b	ENSMUST00000139623.1	4.17519406911177e-05	0.00339513973593908	16.7900368451934	1.79109446396898	1	7.12622169299137	0.358218892793796	0.00205309311941398	0.356165799674382	0.0542562624315901	0.356165799674382
ENSMUSG00000023921	Mmut	ENSMUST00000169611.3	4.17296309290235e-05	0.00339513973593908	16.7910510777483	1.57327519387544	1	5.93291085498655	0.314655038775088	0.0025207972987324	0.312134241476355	0.0701019154350137	0.312134241476355
ENSMUSG00000026153	Fam135a	ENSMUST00000027337.14	4.22708879470776e-05	0.00340949632870012	16.7665972665324	4.14148307576387	1	5.24243134507656	0.828296615152773	0.0554925422956787	0.772804072857095	0.104359516525331	0.772804072857095
ENSMUSG00000029570	Lfng	ENSMUST00000031555.2	4.21653378024365e-05	0.00340949632870012	16.7713411852235	7.33462322466001	1	5.27323440540405	1.466924644932	0.00722334306920782	1.45970130186279	0.10183871975644	1.45970130186279
ENSMUSG00000054455	Vapb	ENSMUST00000067530.4	4.23238819137028e-05	0.00340949632870012	16.7642199575678	0.473919756326987	1	6.96220205219321	0.0947839512653974	0.00128867658805741	0.09349527467734	0.0543160063670226	0.09349527467734
ENSMUSG00000024811	Tnks2	ENSMUST00000025729.11	4.29931445525945e-05	0.00345260864447722	16.7344517388498	0.554062641113372	1	6.48211928613655	0.110812528222674	0.00187946795717234	0.108933060265502	0.0580878923811075	0.108933060265502
ENSMUSG00000030659	Nucb2	ENSMUST00000032895.14	4.32018896790319e-05	0.00345260864447722	16.7252621889075	1.25694793464368	1	7.97917964110079	0.251389586928735	0.000313860944684161	0.251075725984051	0.0643584833336435	0.251075725984051
ENSMUSG00000032010	Usp2	ENSMUST00000034508.13	4.34922024447857e-05	0.00345260864447722	16.7125557409579	4.68486438008034	1	4.62272673032359	0.936972876016068	0.0175286899889156	0.919444186027152	0.193344742036035	0.919444186027152
ENSMUSG00000041930	Fam222a	ENSMUST00000043650.7	4.35198803790774e-05	0.00345260864447722	16.7113487847337	5.5392340130203	1	4.6815036004089	1.10784680260406	0.0238554884690102	1.08399131413505	0.181263897562014	1.08399131413505
ENSMUSG00000036687	Tmem184a	ENSMUST00000044002.9	4.30657464193065e-05	0.00345260864447722	16.7312505219653	0.883702892864232	1	7.19135474652052	0.176740578572847	0.000881322085754466	0.175859256487092	0.0544012701953432	0.175859256487092
ENSMUSG00000075376	Rc3h2	ENSMUST00000112934.7	4.33354023696895e-05	0.00345260864447722	16.719407960112	54.7185644542382	1	2.32644347865248	10.9437128908476	0.0185071344971539	10.9252057563505	1.90541987246225	10.9252057563505
ENSMUSG00000047507	Baiap3	ENSMUST00000182056.7	4.32839781063648e-05	0.00345260864447722	16.7216606476375	64.0385757916179	1	2.57246844286079	12.8077151583236	0.355088770619662	12.4526263877039	1.75534310743069	12.4526263877039
ENSMUSG00000026959	Grin1	ENSMUST00000028335.12	4.36171266435153e-05	0.0034528337072149	16.7071142613833	54.9424186281087	1	2.33158657867598	10.9884837256217	0.0226075720973004	10.9658761535244	1.90307780446057	10.9658761535244
ENSMUSG00000032253	Phip	ENSMUST00000034787.11	4.41050081491837e-05	0.00346148597218905	16.6860120399529	3.01701527674717	1	5.20988463926428	0.603403055349434	0.0238374011070198	0.579565654242415	0.107189197908963	0.579565654242415
ENSMUSG00000040722	Scamp5	ENSMUST00000046587.7	4.39262791404848e-05	0.00346148597218905	16.6937151997681	4.13492602012582	1	5.14785224953801	0.826985204025163	0.0123457174885669	0.814639486536597	0.1130712028975	0.814639486536597
ENSMUSG00000045896	Paip2b	ENSMUST00000058383.8	4.38384741184555e-05	0.00346148597218905	16.6975111170215	1.25276123890384	1	7.35981105392922	0.250552247780768	0.000642094707255739	0.249910153073512	0.0552261605311377	0.249910153073512
ENSMUSG00000037580	Gch1	ENSMUST00000089959.6	4.40320451004142e-05	0.00346148597218905	16.6891529251545	4.41200825326286	1	6.8961166743293	0.88240165065257	0.00222099099209457	0.880180659660478	0.0545123932358089	0.880180659660478
ENSMUSG00000029153	Ociad2	ENSMUST00000087195.8	4.43323890033576e-05	0.00347188107713018	16.6762572370777	2.58476277422804	1	5.24313488752967	0.516952554845608	0.0160588084294889	0.500893746416119	0.104300249254107	0.500893746416119
ENSMUSG00000001627	Ifrd1	ENSMUST00000165027.8	4.4569609468681e-05	0.0034830006989275	16.6661337753989	4.45823017010489	1	7.8413875210772	0.89164603402098	0.000779817297515285	0.890866216723463	0.061413428144873	0.890866216723463
ENSMUSG00000058600	Rpl30	ENSMUST00000009039.5	4.47568425570338e-05	0.00349017484613731	16.6581817196574	0.737257854438072	1	6.88870504167175	0.147451570887615	0.00253576516338934	0.144915805724225	0.0545406375217065	0.144915805724225
ENSMUSG00000020260	Pofut2	ENSMUST00000020493.8	4.49277601144202e-05	0.00349604887375466	16.6509517540716	0.830589693132324	1	6.44464449979534	0.166117938626464	0.00221613165906468	0.1639018069674	0.0586230972022074	0.1639018069674
ENSMUSG00000034139	Serpini2	ENSMUST00000039047.4	4.52507248206707e-05	0.00351370437126622	16.6373652391031	4.20410007709341	1	8.52254740992594	0.840820015418685	0.000190006056862579	0.84063000936182	0.082547765845377	0.84063000936182
ENSMUSG00000026678	Rgs5	ENSMUST00000027997.8	4.55540550342476e-05	0.00352263130715326	16.6246932014103	4.94757957444343	1	5.34514149211448	0.989515914888686	0.00896772887792629	0.980548186010761	0.0965294971959057	0.980548186010761
ENSMUSG00000029090	Adgra3	ENSMUST00000030971.6	4.55583246734884e-05	0.00352263130715326	16.6245154374431	2.6443181842828	1	5.74458037599041	0.528863636856561	0.00369556629304308	0.525168070563516	0.0766524381581357	0.525168070563516
ENSMUSG00000027523	Gnas	ENSMUST00000087871.10	4.58405588716957e-05	0.0035369762861066	16.6128017747024	7.17285513482545	1	4.9941494954551	1.43457102696509	0.0347728508468962	1.39979817611819	0.130601497391656	1.39979817611819
ENSMUSG00000022797	Tfrc	ENSMUST00000023486.14	4.63827905832087e-05	0.00356024616254004	16.5904994281741	3.83741871567091	1	5.99211147521727	0.767483743134181	0.00653017349254398	0.760953569641638	0.0683309281712606	0.760953569641638
ENSMUSG00000062901	Klhl24	ENSMUST00000023509.4	4.64341842214639e-05	0.00356024616254004	16.5883991906854	1.09463701623216	1	6.05135274170691	0.218927403246433	0.00260578937187913	0.216321613874553	0.0666858619852914	0.216321613874553
ENSMUSG00000029404	Arl6ip4	ENSMUST00000031351.10	4.62680407856926e-05	0.00356024616254004	16.5951972165986	0.830682251668526	1	5.8621186917223	0.166136450333705	0.00300929029889119	0.163127160034814	0.072394843321011	0.163127160034814
ENSMUSG00000029512	Ulk1	ENSMUST00000031490.10	4.69386269914243e-05	0.00359139415263046	16.5679079584885	0.945905513266284	1	6.44535999684637	0.189181102653257	0.00280083561169562	0.186380267041561	0.058612527675768	0.186380267041561
ENSMUSG00000048277	Syngr2	ENSMUST00000026649.13	4.73934745234333e-05	0.00361862535228711	16.5496203056255	1.02348680478638	1	6.57639869482814	0.204697360957277	0.00257074124542888	0.202126619711847	0.0569036245130433	0.202126619711847
ENSMUSG00000020857	Nme2	ENSMUST00000021217.10	4.77696563748715e-05	0.00363218220914381	16.5346283282575	0.699784130706827	1	6.78312330159114	0.139956826141365	0.00292044253226573	0.1370363836091	0.0550806100344537	0.1370363836091
ENSMUSG00000031770	Herpud1	ENSMUST00000161576.7	4.76804284614767e-05	0.00363218220914381	16.5381735625731	3.22684056943441	1	8.52693298262939	0.645368113886882	0.00323570725261009	0.642132406634272	0.082745495402158	0.642132406634272
ENSMUSG00000002504	Slc9a3r2	ENSMUST00000002572.5	4.80388984200811e-05	0.00363456355450331	16.5239709281992	2.32177039755942	1	6.13340059940253	0.464354079511884	0.0030441298498018	0.461309949662082	0.0646072018944863	0.461309949662082
ENSMUSG00000027340	Slc23a2	ENSMUST00000028815.14	4.80991102829847e-05	0.00363456355450331	16.5215957817551	2.04583804641118	1	5.78701768692906	0.409167609282236	0.00467586417372012	0.404491745108517	0.0750477224987918	0.404491745108517
ENSMUSG00000038708	Golga4	ENSMUST00000211840.1	4.79505304378595e-05	0.00363456355450331	16.5274621602204	0.404261381073776	1	7.06783422515532	0.080852276214755	0.00368196563984423	0.0771703105749109	0.0542078519818319	0.0771703105749109
ENSMUSG00000063065	Mapk3	ENSMUST00000057669.15	4.84554663199358e-05	0.00365394179323507	16.5075997027145	0.665459564517092	1	6.59529015227505	0.133091912903418	0.00164267476353718	0.131449238139881	0.0566935872771416	0.131449238139881
ENSMUSG00000015312	Gadd45b	ENSMUST00000015456.9	4.9004744446492e-05	0.00365765411967664	16.4862279287891	1.44061455492523	1	5.83260682991245	0.288122910985046	0.00414748058421603	0.283975430400829	0.0734095177173408	0.283975430400829
ENSMUSG00000066515	Klk1b3	ENSMUST00000085450.3	4.88059919874307e-05	0.00365765411967664	16.49393321951	2.83313278019527	1	5.14075922075084	0.566626556039054	0.00754535371253467	0.559081202326519	0.113785746709154	0.559081202326519
ENSMUSG00000020821	Kif1c	ENSMUST00000094499.10	4.87910841491512e-05	0.00365765411967664	16.4945124421295	0.889572543622315	1	6.89973099442102	0.177914508724463	0.00319444273096017	0.174720065993503	0.0544990761294233	0.174720065993503
ENSMUSG00000026031	Cflar	ENSMUST00000114313.7	4.88175359623606e-05	0.00365765411967664	16.4934848171613	3.169097691925	1	5.58775941493061	0.633819538385	0.0109616108878194	0.622857927497181	0.0832980914602878	0.622857927497181
ENSMUSG00000035506	Slc12a8	ENSMUST00000121925.7	4.89644635624209e-05	0.00365765411967664	16.4877870074092	5.20843724061023	1	5.4186637126682	1.04168744812205	0.0234304130500441	1.018257035072	0.0918999162676929	1.018257035072
ENSMUSG00000039529	Atp8b1	ENSMUST00000025482.9	4.96478247257126e-05	0.00369810568980344	16.4615104005505	0.976668092039494	1	7.16719369263492	0.195333618407898	0.00107594072139415	0.194257677686505	0.0543362582457326	0.194257677686505
ENSMUSG00000019558	Slc6a8	ENSMUST00000033752.13	5.01143709718329e-05	0.00372292515720882	16.4437788275138	1.81322934022996	1	5.46351992707193	0.362645868045991	0.0163113526248474	0.346334515421145	0.0894422141946694	0.346334515421145
ENSMUSG00000033880	Lgals3bp	ENSMUST00000043722.9	5.03882085915393e-05	0.00372292515720882	16.4334484856636	3.29437677226305	1	6.70409673665006	0.658875354452609	0.0024597860669748	0.656415568385635	0.0556555851060285	0.656415568385635
ENSMUSG00000035847	Ids	ENSMUST00000101509.8	5.02838268598358e-05	0.00372292515720882	16.4373795439577	7.92146974061812	1	6.24727972707938	1.58429394812362	0.00605880974712258	1.5782351383765	0.0620837026713848	1.5782351383765
ENSMUSG00000044496	2510039O18Rik	ENSMUST00000103232.1	5.03597044038072e-05	0.00372292515720882	16.4345211516259	0.531877792477877	1	6.68227755841243	0.106375558495575	0.00152678932742923	0.104848769168146	0.0558405961092531	0.104848769168146
ENSMUSG00000024184	Pdia2	ENSMUST00000039113.13	5.0720859107249e-05	0.0037399475405835	16.4209751391325	2.41738335937775	1	9.99043397487359	0.483476671875551	6.11201746621668e-05	0.483415551700888	0.235233572752211	0.483415551700888
ENSMUSG00000024150	Mcfd2	ENSMUST00000024963.10	5.0943275900869e-05	0.00374878959662471	16.4126810116933	1.504448141954	1	7.42271262568254	0.300889628390801	0.00358931597999412	0.297300312410807	0.0557036933358213	0.297300312410807
ENSMUSG00000001175	Calm1	ENSMUST00000110082.10	5.12481512135826e-05	0.00376365187617341	16.4013709001414	1.07347999600638	1	7.69806376214133	0.214695999201275	0.000691556985985583	0.214004442215291	0.0589382507847901	0.214004442215291
ENSMUSG00000021922	Itih4	ENSMUST00000120269.10	5.15405301883497e-05	0.00377753869855413	16.39058774557	6.05400895116196	1	4.73887156418795	1.21080179023239	0.0867126900407902	1.1240891001916	0.170298301304796	1.1240891001916
ENSMUSG00000028986	Klhl7	ENSMUST00000030841.9	5.176392021298e-05	0.00378632370789864	16.3823903252403	1.99026783643963	1	5.63157317147264	0.398053567287926	0.0204929332438694	0.377560634044057	0.0813228277039029	0.377560634044057
ENSMUSG00000008999	Bmp7	ENSMUST00000009143.7	5.21554997378342e-05	0.00380266669098784	16.3681065558214	4.14007140420906	1	5.4782860386343	0.828014280841811	0.00520825648280922	0.822806024359002	0.0886679741988775	0.822806024359002
ENSMUSG00000066877	Nck2	ENSMUST00000086421.8	5.21952992337488e-05	0.00380266669098784	16.366660818688	1.42276974756484	1	5.38031461949931	0.284553949512968	0.0076689209421212	0.276885028570847	0.0942163368656246	0.276885028570847
ENSMUSG00000051166	Eml5	ENSMUST00000223282.1	5.23487300433355e-05	0.00380626263195807	16.3610977205657	6.84393185940333	1	4.91013748239896	1.36878637188067	0.0350858665113203	1.33370050536935	0.14211532628592	1.33370050536935
ENSMUSG00000020585	Laptm4a	ENSMUST00000020909.3	5.26727563991217e-05	0.00380711604700608	16.349402844053	0.350803902038011	1	6.99600856432997	0.0701607804076019	0.00118411573329075	0.0689766646743114	0.0542539254711745	0.0689766646743114
ENSMUSG00000058624	Gda	ENSMUST00000087600.9	5.26250244334323e-05	0.00380711604700608	16.3511210525688	4.2276033952788	1	4.70190924789816	0.84552067905576	0.013548275130383	0.831972403925376	0.177271534177101	0.831972403925376
ENSMUSG00000027894	Slc6a17	ENSMUST00000169449.7	5.26462977444897e-05	0.00380711604700608	16.3503550832729	54.3496555275747	1	3.47012630311744	10.8699311055149	0.212708234664834	10.6572228708501	0.85557953927114	10.6572228708501
ENSMUSG00000031513	Leprotl1	ENSMUST00000033910.8	5.30018863576582e-05	0.00381240406807291	16.3375975950658	2.11173195847567	1	5.79006590727636	0.422346391695134	0.00499119364361964	0.417355198051515	0.0749354535709553	0.417355198051515
ENSMUSG00000038712	Mindy1	ENSMUST00000107187.8	5.29600174252479e-05	0.00381240406807291	16.3390952532625	2.39228094235907	1	6.33887518690932	0.478456188471815	0.00562230761505701	0.472833880856757	0.0603397958744386	0.472833880856757
ENSMUSG00000059654	Reg1	ENSMUST00000204601.2	5.3058640818339e-05	0.00381240406807291	16.335569377391	1.52305538426535	1	7.92268163621897	0.30461107685307	0.00879117894888416	0.295819897904185	0.0630807246704161	0.295819897904185
ENSMUSG00000028465	Tln1	ENSMUST00000030187.13	5.33149402932677e-05	0.00381582644098959	16.3264371659513	0.835748619728875	1	6.68573559039802	0.167149723945774	0.00143071375967816	0.165719010186097	0.055810508744662	0.165719010186097
ENSMUSG00000029309	Sparcl1	ENSMUST00000031249.7	5.32327786704169e-05	0.00381582644098959	16.3293598519366	4.03448518463416	1	4.78917321721794	0.806897036926831	0.018638405987372	0.78825863093946	0.161330968106541	0.78825863093946
ENSMUSG00000059325	Hopx	ENSMUST00000081964.6	5.34796686421496e-05	0.00382014047119011	16.3205910021515	52.0346918524983	1	2.24712043472453	10.4069383704997	0.00726938613715252	10.3996689843625	1.93868664268864	10.3996689843625
ENSMUSG00000038332	Sesn1	ENSMUST00000041438.6	5.38366314690253e-05	0.0038381425394087	16.3079843801906	2.88024378790994	1	5.30818613700703	0.576048757581989	0.00881301517957225	0.567235742402417	0.0991590765068935	0.567235742402417
